,Reciept ID,Product,Quantity Ordered,Price Each,Date
1174,12174,Dalgona Coffee (Matcha - Hot),1,3.0,01/20/19 05:52
1175,12175,Special Vegetarian Curry Lunch Set,1,15.0,01/25/19 04:49
1176,12176,Latte (Rose),1,4.75,01/31/19 09:00
1177,12177,Fruit Sando (Japanese Fruit Sando),1,4.5,01/02/19 16:08
1178,12178,Coffee (Hot),2,2.25,01/15/19 09:44
1179,12179,Donut (Red Bean),1,2.5,01/07/19 11:45
1180,12180,Dalgona Coffee (Original - Cold),1,3.0,01/09/19 08:07
1181,12181,Donut (Matcha),2,2.5,01/28/19 06:56
1182,12182,Dalgona Coffee (Strawberry - Hot),1,3.0,01/30/19 10:24
1183,12183,Mango Yakult Refresher,1,4.75,01/27/19 10:55
1184,12184,Latte (Matcha),4,4.75,01/19/19 11:13
1185,12185,Original Croquette,2,3.0,01/29/19 14:39
1186,12186,Red Bean Bun,1,2.75,01/22/19 12:37
1187,12187,Tea (Green Tea),1,1.75,01/22/19 06:55
1188,12188,Macaroon (Strawberry),1,2.75,01/06/19 09:06
1189,12189,Japanese Rolled Cake (Roll - Ube),1,12.0,01/18/19 08:00
1190,12190,Tea (Rose),1,2.0,01/28/19 07:56
1191,12191,Special Vegetarian Curry Lunch Set,1,15.0,01/10/19 13:17
1192,12192,Macaroon (Matcha),1,3.0,01/27/19 05:12
1193,12193,Americano (Hot),1,3.5,01/22/19 09:59
1194,12194,Dalgona Coffee (Matcha - Cold),2,3.25,01/27/19 06:12
1195,12195,Macaroon (Lavender),1,3.0,01/06/19 02:53
1196,12196,Americano (Iced),1,3.5,01/29/19 08:42
1197,12197,Dalgona Coffee (Strawberry - Cold),2,3.25,01/06/19 11:45
1198,12198,Dalgona Coffee (Chocolate - Cold),1,3.25,01/27/19 12:13
1199,12199,Special Vegetarian Curry Lunch Set,1,15.0,01/01/19 06:09
1200,12200,Mini Cheese Tart (Chocolate),1,3.75,01/09/19 11:07
1201,12201,Katsu Sando (Cripsy Chicken Katsu Sandwich),1,7.5,01/13/19 06:35
1202,12202,Green Tea Yakult Refresher,1,5.0,01/19/19 04:41
1203,12203,Tamago Sando (Japanese Egg Sandwich),1,4.5,01/09/19 12:12
1204,12204,Special Bulgogi Lunch Set,1,12.5,01/29/19 05:59
1205,12205,Tea (Rose),1,2.0,01/23/19 06:27
1206,12206,Original Croquette,4,3.0,01/11/19 07:50
1207,12207,Japanese Rolled Cake (Roll - Ube),1,12.0,01/20/19 07:20
1208,12208,Dalgona Coffee (Matcha - Cold),1,3.25,01/24/19 11:12
1209,12209,Fruit Sando (Japanese Fruit Sando),1,4.5,01/08/19 08:46
1210,12210,Tea (Earl Grey),1,1.75,01/09/19 04:40
1211,12211,Coffee (Iced),1,2.5,01/22/19 04:02
1212,12212,Bulgogi Bun,1,2.75,01/19/19 10:23
1213,12213,Peach Yakult Refresher,1,4.75,01/09/19 15:05
1214,12214,Latte (Matcha),1,4.75,01/30/19 10:06
1215,12215,Macaroon (Lavender),1,3.0,01/30/19 12:26
1216,12216,Macaroon (Chocolate),2,2.75,01/20/19 04:00
1217,12217,Americano (Hot),1,3.5,01/13/19 05:52
1218,12218,Special Bulgogi Lunch Set,1,12.5,01/30/19 08:18
1219,12219,Japanese Cheesecake (Full - Matcha),1,12.0,01/05/19 08:11
1220,12220,Macaroon (Mango),1,3.0,01/10/19 08:06
1221,12221,Japanese Rolled Cake (Slice - Matcha),3,4.0,01/05/19 08:56
1222,12222,Portguese Tart Egg Tarts (Single),1,2.0,01/20/19 08:12
1223,12223,Latte (Caramel),1,4.25,01/17/19 05:12
1224,12224,Donut (Ube),2,2.5,01/11/19 10:32
1225,12225,Japanese Cheesecake (Slice - Matcha),1,4.0,01/23/19 09:47
1226,12226,Peach Yakult Refresher,1,4.75,01/04/19 04:18
1227,12227,Dalgona Coffee (Matcha - Cold),1,3.25,01/26/19 12:25
1228,12228,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/03/19 04:25
1229,12229,Tea (Lavender),2,2.0,01/15/19 07:00
1230,12230,Katsu Sando (Cripsy Chicken Katsu Sandwich),1,7.5,01/18/19 06:48
1231,12231,Dalgona Coffee (Matcha - Cold),1,3.25,01/20/19 06:11
1232,12232,Mini Cheese Tart (Matcha),1,3.75,01/19/19 06:59
1233,12233,Americano (Hot),1,3.5,01/05/19 09:28
1234,12234,Donut (Ube),3,2.5,01/28/19 08:12
1235,12235,Green Tea Yakult Refresher,1,5.0,01/08/19 14:18
1236,12236,Tea (Earl Grey),1,1.75,01/25/19 07:35
1237,12237,Red Bean Bun,1,2.75,01/29/19 11:47
1238,12238,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/09/19 07:21
1239,12239,Latte (Matcha),1,4.75,01/05/19 11:14
1240,12240,Dalgona Coffee (Original - Cold),1,3.0,01/13/19 06:33
1241,12241,Macaroon (Pistachio),1,3.0,01/19/19 14:14
1242,12242,Macaroon (Black Seasame),1,3.0,01/31/19 06:37
1243,12243,Latte (Sakura),1,4.75,01/05/19 08:03
1244,12244,Japanese Rolled Cake (Slice - Original),1,4.0,01/08/19 08:27
1245,12245,Japanese Cheesecake (Slice - Matcha),2,4.0,01/21/19 10:14
1246,12246,Macaroon (Matcha),1,3.0,01/26/19 08:19
1247,12247,Dalgona Coffee (Chocolate - Hot),3,3.0,01/10/19 13:45
1248,12248,Tea (Lavender),3,2.0,01/17/19 07:59
1249,12249,Coffee (Hot),2,2.25,01/28/19 10:07
1250,12250,Tea (Green Tea),2,1.75,01/06/19 09:51
1251,12251,Macaroon (Vietnamese Coffee),1,3.0,01/08/19 07:05
1252,12252,Macaroon (Pistachio),2,3.0,01/10/19 14:31
1253,12253,Mango Yakult Refresher,1,4.75,01/06/19 13:49
1254,12254,Dalgona Coffee (Original - Hot),3,2.75,01/30/19 12:33
1255,12255,Americano (Iced),1,3.5,01/04/19 12:01
1256,12256,Americano (Hot),1,3.5,01/09/19 09:36
1257,12257,Latte (Sakura),1,4.75,01/19/19 06:07
1258,12258,Japanese Cheesecake (Full - Matcha),1,12.0,01/14/19 10:08
1259,12259,Japanese Cheesecake (Slice - Original),2,3.75,01/20/19 12:01
1260,12260,Japanese Rolled Cake (Roll - Chocolate),1,12.0,01/13/19 06:10
1261,12261,Dalgona Coffee (Original - Cold),1,3.0,01/31/19 12:39
1262,12262,Green Tea Yakult Refresher,1,5.0,01/17/19 07:57
1263,12263,Tea (Green Tea),1,1.75,01/16/19 09:46
1264,12264,Latte (Regular),1,4.0,01/23/19 06:22
1265,12265,Japanese Rolled Cake (Slice - Chocolate),2,4.0,01/11/19 12:09
1266,12266,Dalgona Coffee (Original - Hot),1,2.75,01/27/19 04:14
1267,12267,Japanese Cheesecake (Slice - Original),1,3.75,01/27/19 11:41
1268,12268,Mango Yakult Refresher,1,4.75,01/27/19 04:02
1269,12269,Latte (Regular),2,4.0,01/30/19 10:26
1270,12270,Mango Yakult Refresher,1,4.75,01/03/19 06:47
1271,12271,Japanese Rolled Cake (Slice - Ube),1,4.0,01/27/19 13:46
1272,12272,Dalgona Coffee (Strawberry - Cold),1,3.25,01/08/19 11:46
1273,12273,Dalgona Coffee (Original - Cold),1,3.0,01/26/19 13:10
1274,12274,Japanese Rolled Cake (Slice - Chocolate),3,4.0,01/10/19 09:28
1275,12275,Japanese Rolled Cake (Slice - Ube),1,4.0,01/23/19 11:58
1276,12276,Katsu Sando (Cripsy Chicken Katsu Sandwich),2,7.5,01/25/19 05:09
1277,12277,Dalgona Coffee (Matcha - Hot),2,3.0,01/20/19 09:52
1278,12278,Tea (Rose),1,2.0,01/19/19 05:55
1279,12279,Tea (Sakura),1,2.0,01/24/19 07:17
1280,12280,Dalgona Coffee (Chocolate - Cold),2,3.25,01/04/19 13:37
1281,12281,Donut (Ube),1,2.5,01/13/19 09:56
1282,12282,Tamago Sando (Japanese Egg Sandwich),2,4.5,01/30/19 09:57
1283,12283,Macaroon (Pandan Coconut),2,3.0,01/11/19 10:02
1284,12284,Americano (Iced),1,3.5,01/18/19 03:35
1285,12285,Green Tea Bun,1,2.75,01/12/19 07:28
1286,12286,Fruit Sando (Japanese Fruit Sando),1,4.5,01/17/19 11:10
1287,12287,Donut (Ube),2,2.5,01/09/19 14:52
1288,12288,Macaroon (Black Seasame),1,3.0,01/18/19 13:09
1289,12289,Dalgona Coffee (Original - Cold),1,3.0,01/23/19 08:27
1290,12290,Americano (Iced),1,3.5,01/20/19 10:16
1291,12291,Latte (Regular),1,4.0,01/10/19 01:38
1292,12292,Latte (Caramel),2,4.25,01/19/19 11:30
1293,12293,Dalgona Coffee (Strawberry - Hot),1,3.0,01/08/19 09:37
1294,12294,Milk Bread (Slice),1,1.25,01/26/19 05:16
1295,12295,Dalgona Coffee (Chocolate - Cold),1,3.25,01/11/19 09:31
1296,12296,Macaroon (Chocolate),1,2.75,01/10/19 08:05
1297,12297,Peach Yakult Refresher,1,4.75,01/29/19 11:21
1298,12298,Macaroon (Mango),1,3.0,01/28/19 12:06
1299,12299,Japanese Cheesecake (Slice - Original),1,3.75,01/29/19 10:34
1300,12300,Macaroon (Pistachio),1,3.0,01/18/19 13:44
1301,12301,Macaroon (Matcha),1,3.0,01/26/19 04:14
1302,12302,Red Bean Bun,2,2.75,01/06/19 03:51
1303,12303,Special Bulgogi Lunch Set,1,12.5,01/05/19 05:54
1304,12304,Mango Yakult Refresher,1,4.75,01/20/19 09:07
1305,12305,Dalgona Coffee (Chocolate - Hot),1,3.0,01/19/19 09:46
1306,12306,Peach Yakult Refresher,2,4.75,01/02/19 05:08
1307,12307,Dalgona Coffee (Original - Cold),1,3.0,01/06/19 05:00
1308,12308,Green Tea Yakult Refresher,1,5.0,01/03/19 09:59
1309,12309,Japanese Rolled Cake (Roll - Chocolate),2,12.0,01/23/19 07:21
1310,12310,Dalgona Coffee (Original - Cold),1,3.0,01/03/19 12:10
1311,12311,Tea (Earl Grey),1,1.75,01/25/19 08:06
1312,12312,Latte (Matcha),1,4.75,01/02/19 09:38
1313,12313,Tea (Sakura),2,2.0,01/24/19 08:57
1314,12314,Original Croquette,1,3.0,01/07/19 10:33
1315,12315,Americano (Hot),1,3.5,01/28/19 06:21
1316,12316,Latte (Rose),2,4.75,01/18/19 12:30
1317,12317,Coffee (Hot),1,2.25,01/16/19 10:28
1318,12318,Green Tea Banana Bread (Slice),1,1.75,01/15/19 06:54
1319,12319,Latte (Matcha),1,4.75,01/20/19 09:00
1320,12320,Tamago Sando (Japanese Egg Sandwich),1,4.5,01/06/19 06:39
1321,12321,Dalgona Coffee (Matcha - Cold),1,3.25,01/09/19 09:50
1322,12322,Japanese Cheesecake (Full - Original),1,11.75,01/29/19 10:29
1323,12323,Japanese Rolled Cake (Roll - Matcha),1,12.0,01/16/19 05:55
1324,12324,Mini Cheese Tart (Chocolate),1,3.75,01/05/19 07:23
1325,12325,Coffee (Iced),2,2.5,01/06/19 05:33
1326,12326,Latte (Caramel),1,4.25,01/31/19 08:32
1327,12327,Americano (Hot),2,3.5,01/03/19 09:36
1328,12328,Dalgona Coffee (Original - Cold),1,3.0,01/25/19 12:31
1329,12329,Peach Yakult Refresher,1,4.75,01/10/19 10:52
1330,12330,Tea (Green Tea),1,1.75,01/05/19 12:06
1331,12331,Japanese Cheesecake (Slice - Original),2,3.75,01/20/19 07:01
1332,12332,Japanese Cheesecake (Full - Original),1,11.75,01/03/19 08:04
1333,12333,Donut (Ube),1,2.5,01/20/19 07:24
1334,12334,Milk Bread (Slice),6,1.25,01/30/19 09:01
1335,12335,Macaroon (Black Seasame),2,3.0,01/03/19 04:49
1336,12336,Japanese Rolled Cake (Roll - Strawberry Cream),1,12.0,01/17/19 11:57
1337,12337,Tea (Earl Grey),2,1.75,01/29/19 06:01
1338,12338,Mango Yakult Refresher,1,4.75,01/31/19 09:28
1339,12339,Dalgona Coffee (Original - Cold),1,3.0,01/17/19 06:51
1340,12340,Dalgona Coffee (Chocolate - Hot),1,3.0,01/07/19 10:32
1341,12341,Dalgona Coffee (Chocolate - Cold),1,3.25,01/08/19 08:22
1342,12342,Tea (Lavender),1,2.0,01/26/19 05:57
1343,12343,Latte (Matcha),1,4.75,01/08/19 05:25
1344,12344,Tamago Sando (Japanese Egg Sandwich),2,4.5,01/03/19 06:12
1345,12345,Japanese Rolled Cake (Slice - Chocolate),1,4.0,01/11/19 10:44
1346,12346,Japanese Rolled Cake (Roll - Matcha),1,12.0,01/31/19 05:39
1347,12347,Macaroon (Chocolate),3,2.75,01/31/19 09:37
1348,12348,Special Vegetarian Curry Lunch Set,1,15.0,01/03/19 06:34
1349,12349,Latte (Regular),1,4.0,01/08/19 04:30
1350,12350,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/07/19 09:57
1351,12351,Americano (Iced),1,3.5,01/30/19 07:17
1352,12352,Peach Yakult Refresher,1,4.75,01/02/19 10:30
1353,12353,Green Tea Bun,1,2.75,01/15/19 11:57
1354,12354,Japanese Rolled Cake (Roll - Original),1,12.0,01/18/19 05:00
1355,12355,Green Tea Yakult Refresher,2,5.0,01/22/19 10:18
1356,12356,Mini Cheese Tart (Matcha),1,3.75,01/08/19 07:52
1357,12357,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/11/19 08:57
1358,12358,Japanese Rolled Cake (Roll - Chocolate),1,12.0,01/08/19 04:32
1359,12359,Original Croquette,1,3.0,01/07/19 08:29
1360,12360,Green Tea Yakult Refresher,1,5.0,01/15/19 06:04
1361,12361,Tea (Earl Grey),1,1.75,01/09/19 05:16
1362,12362,Japanese Rolled Cake (Roll - Strawberry Cream),1,12.0,01/31/19 05:02
1363,12363,Japanese Rolled Cake (Roll - Matcha),1,12.0,01/08/19 10:31
1364,12364,Japanese Cheesecake (Slice - Matcha),1,4.0,01/22/19 09:40
1365,12365,Donut (Ube),1,2.5,01/22/19 11:08
1366,12366,Latte (Sakura),2,4.75,01/15/19 10:20
1367,12367,Macaroon (Black Seasame),1,3.0,01/06/19 11:46
1368,12368,Dalgona Coffee (Original - Hot),2,2.75,01/15/19 12:19
1369,12369,Latte (Sakura),1,4.75,01/16/19 11:22
1370,12370,Tamago Sando (Japanese Egg Sandwich),1,4.5,01/03/19 04:35
1371,12371,Green Tea Banana Bread (Slice),1,1.75,01/26/19 07:40
1372,12372,Japanese Rolled Cake (Slice - Ube),1,4.0,01/08/19 06:21
1373,12373,Coffee (Iced),1,2.5,01/30/19 08:10
1374,12374,Dalgona Coffee (Original - Cold),1,3.0,01/24/19 08:36
1375,12375,Japanese Rolled Cake (Slice - Matcha),1,4.0,01/20/19 13:54
1376,12376,Original Croquette,1,3.0,01/11/19 05:20
1377,12377,Donut (Red Bean),2,2.5,01/23/19 11:24
1378,12378,Japanese Rolled Cake (Slice - Chocolate),1,4.0,01/03/19 09:36
1379,12379,Tea (Earl Grey),2,1.75,01/20/19 05:45
1380,12380,Japanese Cheesecake (Full - Original),1,11.75,01/04/19 09:06
1381,12381,Japanese Rolled Cake (Slice - Matcha),1,4.0,01/08/19 08:54
1382,12382,Dalgona Coffee (Original - Hot),1,2.75,01/10/19 12:01
1383,12383,Green Tea Yakult Refresher,1,5.0,01/13/19 09:25
1384,12384,Tea (Earl Grey),2,1.75,01/17/19 06:49
1385,12385,Mango Yakult Refresher,2,4.75,01/07/19 10:25
1386,12386,Japanese Rolled Cake (Slice - Chocolate),1,4.0,01/08/19 07:33
1387,12387,Dalgona Coffee (Original - Hot),1,2.75,01/12/19 05:36
1388,12388,Americano (Hot),4,3.5,01/01/19 07:47
1389,12389,Mini Cheese Tart (Matcha),1,3.75,01/08/19 12:47
1390,12390,Macaroon (Pandan Coconut),1,3.0,01/30/19 03:15
1391,12391,Americano (Hot),2,3.5,01/11/19 11:04
1392,12392,Japanese Rolled Cake (Roll - Matcha),1,12.0,01/22/19 06:46
1393,12393,Dalgona Coffee (Chocolate - Cold),1,3.25,01/14/19 11:24
1394,12394,Tea (Lavender),1,2.0,01/01/19 11:32
1395,12395,Original Croquette,1,3.0,01/21/19 10:31
1396,12396,Coffee (Hot),1,2.25,01/06/19 16:15
1397,12397,Green Tea Yakult Refresher,2,5.0,01/26/19 13:59
1398,12398,Latte (Rose),1,4.75,01/16/19 08:46
1399,12399,Tea (Earl Grey),1,1.75,01/28/19 08:27
1400,12400,Dalgona Coffee (Matcha - Cold),1,3.25,01/06/19 08:02
1401,12401,Original Croquette,3,3.0,01/20/19 10:58
1402,12402,Macaroon (Pandan Coconut),2,3.0,01/16/19 09:51
1403,12403,Dalgona Coffee (Matcha - Cold),1,3.25,01/27/19 11:27
1404,12404,Japanese Rolled Cake (Roll - Strawberry Cream),2,12.0,01/31/19 05:19
1405,12405,Milk Bread (Slice),5,1.25,01/11/19 10:37
1406,12406,Japanese Rolled Cake (Roll - Strawberry Cream),1,12.0,01/08/19 06:42
1407,12407,Tea (Lavender),3,2.0,01/05/19 07:37
1408,12408,Latte (Sakura),2,4.75,01/21/19 10:10
1409,12409,Green Tea Yakult Refresher,1,5.0,01/13/19 05:26
1410,12410,Japanese Rolled Cake (Slice - Chocolate),1,4.0,01/09/19 06:13
1411,12411,Tea (Lavender),1,2.0,01/18/19 04:40
1412,12412,Tea (Rose),2,2.0,01/30/19 06:54
1413,12413,Japanese Cheesecake (Full - Matcha),1,12.0,01/31/19 07:12
1414,12414,Latte (Sakura),1,4.75,01/10/19 07:18
1415,12415,Japanese Rolled Cake (Roll - Ube),1,12.0,01/27/19 10:55
1416,12416,Americano (Iced),1,3.5,01/05/19 16:01
1417,12417,Japanese Rolled Cake (Slice - Matcha),1,4.0,01/23/19 07:18
1418,12418,Latte (Regular),1,4.0,01/04/19 04:24
1419,12419,Japanese Rolled Cake (Slice - Matcha),1,4.0,01/21/19 12:26
1420,12420,Macaroon (Pistachio),1,3.0,01/25/19 09:21
1421,12421,Donut (Red Bean),3,2.5,01/04/19 12:14
1422,12422,Dalgona Coffee (Matcha - Cold),1,3.25,01/15/19 06:40
1423,12423,Dalgona Coffee (Chocolate - Hot),1,3.0,01/23/19 05:29
1424,12424,Macaroon (Strawberry),1,2.75,01/05/19 13:25
1425,12425,Green Tea Bun,2,2.75,01/21/19 04:31
1426,12426,Latte (Sakura),2,4.75,01/06/19 08:33
1427,12427,Peach Yakult Refresher,1,4.75,01/22/19 07:57
1428,12428,Peach Yakult Refresher,2,4.75,01/21/19 06:29
1429,12429,Japanese Rolled Cake (Roll - Original),1,12.0,01/16/19 07:46
1430,12430,Japanese Rolled Cake (Slice - Chocolate),1,4.0,01/16/19 09:56
1431,12431,Macaroon (Mango),2,3.0,01/06/19 11:01
1432,12432,Dalgona Coffee (Original - Hot),1,2.75,01/30/19 11:21
1433,12433,Dalgona Coffee (Original - Cold),1,3.0,01/09/19 12:16
1434,12434,Americano (Iced),1,3.5,01/22/19 08:28
1435,12435,Portguese Tart Egg Tarts (6),1,11.0,01/27/19 07:08
1436,12436,Japanese Rolled Cake (Slice - Chocolate),1,4.0,01/11/19 09:03
1437,12437,Mini Cheese Tart (Orginal),1,3.75,01/01/19 03:19
1438,12438,Dalgona Coffee (Chocolate - Hot),1,3.0,01/26/19 10:12
1439,12439,Dalgona Coffee (Strawberry - Cold),1,3.25,01/12/19 10:07
1440,12440,Tea (Lavender),4,2.0,01/14/19 08:07
1441,12441,Latte (Caramel),1,4.25,01/24/19 12:34
1442,12442,Dalgona Coffee (Original - Hot),2,2.75,01/04/19 12:20
1443,12443,Macaroon (Strawberry),2,2.75,01/05/19 06:28
1444,12444,Japanese Cheesecake (Full - Original),1,11.75,01/27/19 08:52
1445,12445,Portguese Tart Egg Tarts (Single),1,2.0,01/13/19 08:08
1446,12446,Peach Yakult Refresher,1,4.75,01/23/19 03:37
1447,12447,Macaroon (Pistachio),2,3.0,01/02/19 08:23
1448,12448,Americano (Hot),1,3.5,01/13/19 08:57
1449,12449,Japanese Rolled Cake (Roll - Chocolate),1,12.0,01/20/19 11:20
1450,12450,Green Tea Bun,2,2.75,01/28/19 07:26
1451,12451,Macaroon (Vanilla),1,2.75,01/11/19 07:24
1452,12452,Japanese Rolled Cake (Slice - Matcha),1,4.0,01/17/19 10:37
1453,12453,Milk Bread (Slice),3,1.25,01/29/19 08:04
1454,12454,Tea (Earl Grey),2,1.75,01/11/19 13:44
1455,12455,Macaroon (Lavender),2,3.0,01/02/19 05:33
1456,12456,Japanese Rolled Cake (Slice - Matcha),2,4.0,01/21/19 10:39
1457,12457,Coffee (Hot),2,2.25,01/06/19 10:28
1458,12458,Donut (Red Bean),1,2.5,01/19/19 10:49
1459,12459,Green Tea Yakult Refresher,1,5.0,01/05/19 10:58
1460,12460,Green Tea Yakult Refresher,1,5.0,01/30/19 12:35
1461,12461,Japanese Rolled Cake (Slice - Original),1,4.0,01/31/19 05:25
1462,12462,Tea (Lavender),1,2.0,01/24/19 11:09
1463,12463,Mango Yakult Refresher,1,4.75,01/01/19 06:35
1464,12464,Mini Cheese Tart (Orginal),1,3.75,01/31/19 15:16
1465,12465,Dalgona Coffee (Matcha - Hot),2,3.0,01/28/19 09:19
1466,12466,Japanese Cheesecake (Slice - Matcha),1,4.0,01/03/19 08:26
1467,12467,Coffee (Iced),2,2.5,01/20/19 05:32
1468,12468,Japanese Rolled Cake (Slice - Strawberry Cream),1,4.0,01/13/19 08:30
1469,12469,Japanese Rolled Cake (Slice - Original),1,4.0,01/30/19 13:40
1470,12470,Milk Bread (Slice),6,1.25,01/14/19 11:25
1471,12471,Tea (Sakura),1,2.0,01/15/19 08:46
1472,12472,Tamago Sando (Japanese Egg Sandwich),1,4.5,01/01/19 09:15
1473,12473,Macaroon (Chocolate),1,2.75,01/07/19 10:12
1474,12474,Americano (Iced),1,3.5,01/31/19 09:10
1475,12475,Dalgona Coffee (Strawberry - Cold),1,3.25,01/09/19 13:22
1476,12476,Latte (Regular),1,4.0,01/14/19 11:16
1477,12477,Fruit Sando (Japanese Fruit Sando),2,4.5,01/09/19 06:46
1478,12478,Tea (Rose),5,2.0,01/30/19 14:23
1479,12479,Coffee (Hot),2,2.25,01/09/19 10:49
1480,12480,Tea (Green Tea),5,1.75,01/09/19 10:55
1481,12481,Donut (Red Bean),1,2.5,01/28/19 06:29
1482,12482,Dalgona Coffee (Strawberry - Cold),1,3.25,01/22/19 09:19
1483,12483,Green Tea Bun,1,2.75,01/19/19 06:25
1484,12484,Macaroon (Vanilla),1,2.75,01/28/19 05:20
1485,12485,Americano (Iced),1,3.5,01/13/19 04:47
1486,12486,Dalgona Coffee (Strawberry - Cold),1,3.25,01/02/19 11:02
1487,12487,Original Croquette,2,3.0,01/18/19 07:36
1488,12488,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/26/19 10:58
1489,12489,Katsu Sando (Cripsy Chicken Katsu Sandwich),1,7.5,01/12/19 10:05
1490,12490,Mini Cheese Tart (Matcha),1,3.75,01/14/19 06:28
1491,12491,Macaroon (Lavender),2,3.0,01/08/19 10:47
1492,12492,Japanese Cheesecake (Slice - Matcha),1,4.0,01/13/19 13:14
1493,12493,Tea (Rose),1,2.0,01/20/19 11:42
1494,12494,Peach Yakult Refresher,1,4.75,01/30/19 08:56
1495,12495,Japanese Cheesecake (Full - Matcha),1,12.0,01/25/19 08:20
1496,12496,Green Tea Banana Bread (Slice),7,1.75,01/01/19 11:46
1497,12497,Donut (Ube),2,2.5,01/10/19 09:38
1498,12498,Japanese Rolled Cake (Roll - Matcha),1,12.0,01/06/19 07:41
1499,12499,Dalgona Coffee (Chocolate - Hot),2,3.0,01/21/19 07:04
1500,12500,Portguese Tart Egg Tarts (6),1,11.0,01/14/19 09:01
1501,12501,Coffee (Hot),2,2.25,01/24/19 06:23
1502,12502,Tea (Green Tea),1,1.75,01/15/19 12:14
1503,12503,Macaroon (Mango),2,3.0,01/11/19 09:34
1504,12504,Donut (Matcha),1,2.5,01/29/19 04:55
1505,12505,Dalgona Coffee (Original - Cold),2,3.0,01/28/19 05:22
1506,12506,Tea (Sakura),1,2.0,01/26/19 05:05
1507,12507,Dalgona Coffee (Chocolate - Hot),4,3.0,01/02/19 14:04
1508,12508,Dalgona Coffee (Matcha - Hot),1,3.0,01/07/19 07:37
1509,12509,Dalgona Coffee (Chocolate - Hot),1,3.0,01/24/19 05:13
1510,12510,Tea (Green Tea),2,1.75,01/12/19 08:02
1511,12511,Peach Yakult Refresher,1,4.75,01/01/19 10:23
1512,12512,Dalgona Coffee (Strawberry - Cold),1,3.25,01/27/19 06:41
1513,12513,Mango Yakult Refresher,2,4.75,01/17/19 06:09
1514,12514,Macaroon (Pistachio),1,3.0,01/17/19 05:43
1515,12515,Japanese Rolled Cake (Slice - Matcha),1,4.0,01/18/19 06:54
1516,12516,Dalgona Coffee (Original - Hot),1,2.75,01/19/19 12:03
1517,12517,Tea (Green Tea),1,1.75,01/20/19 08:43
1518,12518,Green Tea Bun,1,2.75,01/09/19 05:23
1519,12519,Latte (Rose),1,4.75,01/24/19 11:23
1520,12520,Portguese Tart Egg Tarts (Single),1,2.0,01/24/19 07:36
1521,12521,Coffee (Hot),1,2.25,01/14/19 08:54
1522,12522,Green Tea Banana Bread (Slice),2,1.75,01/25/19 13:02
1523,12523,Americano (Hot),1,3.5,01/14/19 08:49
1524,12524,Latte (Regular),1,4.0,01/06/19 14:52
1525,12525,Macaroon (Vanilla),1,2.75,01/27/19 05:42
1526,12526,Katsu Sando (Cripsy Chicken Katsu Sandwich),1,7.5,01/14/19 07:49
1527,12527,Japanese Cheesecake (Slice - Matcha),1,4.0,01/30/19 06:48
1528,12528,Peach Yakult Refresher,1,4.75,01/05/19 03:50
1529,12529,Japanese Rolled Cake (Roll - Original),1,12.0,01/01/19 10:45
1530,12530,Peach Yakult Refresher,1,4.75,01/10/19 06:53
1531,12531,Macaroon (Pistachio),2,3.0,01/02/19 09:18
1532,12532,Dalgona Coffee (Original - Cold),3,3.0,01/28/19 07:42
1533,12533,Japanese Cheesecake (Slice - Original),2,3.75,01/24/19 11:19
1534,12534,Tea (Sakura),6,2.0,01/10/19 05:49
1535,12535,Tea (Earl Grey),2,1.75,01/22/19 07:54
1536,12536,Coffee (Iced),2,2.5,01/20/19 08:16
1537,12537,Tea (Rose),2,2.0,01/01/19 03:27
1538,12538,Original Croquette,2,3.0,01/29/19 06:34
1539,12539,Dalgona Coffee (Strawberry - Cold),1,3.25,01/17/19 11:16
1540,12540,Dalgona Coffee (Matcha - Cold),2,3.25,01/11/19 11:39
1541,12541,Dalgona Coffee (Original - Cold),2,3.0,01/07/19 10:21
1542,12542,Mango Yakult Refresher,1,4.75,01/29/19 08:50
1543,12543,Donut (Ube),4,2.5,01/10/19 13:13
1544,12544,Macaroon (Pandan Coconut),1,3.0,01/09/19 09:18
1545,12545,Japanese Cheesecake (Slice - Matcha),4,4.0,01/29/19 08:09
1546,12546,Donut (Matcha),1,2.5,01/26/19 08:26
1547,12547,Tamago Sando (Japanese Egg Sandwich),3,4.5,01/01/19 07:42
1548,12548,Japanese Rolled Cake (Roll - Original),1,12.0,01/30/19 09:50
1549,12549,Japanese Cheesecake (Slice - Matcha),1,4.0,01/15/19 12:23
1550,12550,Latte (Matcha),1,4.75,01/21/19 06:28
1551,12551,Tea (Rose),2,2.0,01/14/19 09:34
1552,12552,Latte (Rose),1,4.75,01/26/19 09:24
1553,12553,Donut (Red Bean),1,2.5,01/27/19 10:53
1554,12554,Japanese Rolled Cake (Slice - Ube),1,4.0,01/24/19 11:38
1555,12555,Mango Yakult Refresher,1,4.75,01/06/19 07:58
1556,12556,Tea (Sakura),4,2.0,01/18/19 14:24
1557,12557,Mango Yakult Refresher,1,4.75,01/19/19 11:53
1558,12558,Tea (Green Tea),2,1.75,01/22/19 06:39
1559,12559,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/13/19 14:54
